id,order,category_id,ka,en,ru,price,vegetarian,topRated,soldOut,description_ka,description_en,description_ru,story_ka,story_en
dish_0133,400,cat_0008,ორაგულის ფილე სპარჟით,Salmon fillet with asparagus,Филе лосося со спаржей,35,FALSE,FALSE,FALSE,,,,"A healthy, elegant dish. Rich salmon fillet paired with tender asparagus spears. A classic combination that balances fat and freshness.",ჯანსაღი ვახშამი. ორაგულის ფილე და სატაცური - ომეგა-3-ითა და ვიტამინებით სავსე გემრიელი დუეტი.
dish_0134,410,cat_0008,კეფალი,Mullet,Келя,20,FALSE,FALSE,FALSE,,,,A favorite Black Sea fish. Known as 'Kefal'. It has a distinct flavor and is usually fried until the skin is crisp.,"კეფალი - შავი ზღვის გემო. თევზი დამახასიათებელი არომატით, შემწვარი ხრაშუნა კანამდე."
dish_0135,420,cat_0008,ლოქო ქინძმარში,Bloc in Kindzmary,Блок в Киндзмары,35,FALSE,FALSE,FALSE,,,,Likely 'Boc' or fish in Kindzmari. Boiled fish served cold in a vinegar-cilantro sauce. The acid breaks down the fats and makes the fish incredibly tender.,თევზი ქინძმარში. მოხარშული თევზი ძმრისა და ქინძის სოუსში. მჟავე გარემო თევზს განსაკუთრებულ სინაზეს ანიჭებს.
dish_0136,430,cat_0008,დორადო,Dorado,Дорадо,40,FALSE,FALSE,FALSE,,,,"Sea Bream. A popular Mediterranean fish with white, flaky flesh. Grilled whole, it offers a mild and clean taste.","დორადო - ოქროს თევზი. თეთრი, ნაზი ხორცი და მცირე რაოდენობით ფხა. გრილზე მომზადებისას ინარჩუნებს წვნიანობას."
dish_0137,440,cat_0008,სიბასი,Sea bass,Морской окунь,40,FALSE,FALSE,FALSE,,,,Branzino. Similar to Dorado but with a slightly sweeter flavor. Its skin crisps up beautifully on the grill.,"სიბასი - ზღვის მგელი. დელიკატური გემოს მქონე თევზი, რომელიც პირში დნება. იდეალურია მსუბუქი ვახშმისთვის."
dish_0138,450,cat_0008,ბარაბულკა,Barabulka,Барабулка,28,FALSE,FALSE,FALSE,,,,"Red Mullet. The 'Sultan' of Black Sea fish. Small, red, and incredibly tasty. Fried whole, they are eaten like popcorn by locals in Batumi.","ბარაბულკა - ზღვის სულთანი. პატარა, წითელი თევზი, რომელსაც შემწვარს, როგორც წესი, მთლიანად მიირთმევენ. ბათუმური დასვენების გემო."
dish_0139,460,cat_0008,კაიმაღი,Kaimaghi,Каймаги,25,FALSE,FALSE,FALSE,,,,"A rich dairy product similar to clotted cream. In Adjara, it's often eaten with Mchadi or Gomi. It’s pure, concentrated milk fat and very delicious.","აჭარული ნაღები. რძის ცხიმის კონცენტრაცია. მიირთმევენ მჭადთან ან ღომთან - უბრალო, მაგრამ ძალიან გემრიელი."
dish_0140,10,cat_0009,ხილის ასორტი (სეზონურად),Assorted fruit (seasonal),Ассорти из сезонных фруктов,30.00/50.00,FALSE,FALSE,FALSE,,,,"Nature's candy. A platter of the freshest local fruits—watermelon, melon, grapes, figs, or persimmons, depending on the time of year.",სეზონის სიტკბო. საქართველოს მზიანი ბაღების საჩუქარი - საუკეთესო დესერტი ბუნებისგან.
dish_0141,20,cat_0009,ბაქლავა (ქობულეთური),Baklava (Kobuleti),Бахлава (Кобулети),10,FALSE,FALSE,FALSE,,,,"The Adjarian take on the Turkish classic. Layers of phyllo dough, nuts, and honey. Kobuleti baklava is known for being particularly syrupy and rich.","ქობულეთური ბაქლავა. თაფლით გაჟღენთილი ფენოვანი ცომი და ნიგოზი. იმდენად ტკბილია, რომ ერთი ნაჭერიც კი ენერგიით აგავსებთ."
dish_0142,30,cat_0009,ნაყინი,Ice cream,Мороженое,12,FALSE,FALSE,FALSE,,,,"A frozen treat to end the meal. Creamy and cold, it’s the perfect antidote to a spicy Georgian feast.","ნაყინი - ბავშვობის გემო. გრილი და ტკბილი, საუკეთესო დასასრული ნებისმიერი სადილისთვის."
dish_0143,40,cat_0009,"""ლავა"" ნამცხვარი",Lava cake,Лава,20,FALSE,FALSE,FALSE,"შოკოლადი, კარაქი, კვერცხი, ნაყინი","Chocolate, butter, eggs, ice cream","Шоколад, масло, яйца, мороженое",Chocolate fondant. A warm chocolate cake with a molten liquid center. Cutting into it is a moment of pure chocolate joy.,"შოკოლადის ვულკანი. კექსი, რომლის გულიდანაც ცხელი შოკოლადი მოედინება. შოკოჰოლიკების ოცნება."
dish_0144,10,cat_0010,წყაროს წყალი,Spring water,Родниковая вода,4,FALSE,FALSE,FALSE,,,,"Pure water from Georgia's mountains. Filtered by nature, it is crisp, clean, and refreshing.",წყაროს წყალი. საქართველოს მთებიდან - კრისტალურად სუფთა და გამაგრილებელი.
dish_0145,20,cat_0010,ბორჯომი,Borjomi,Боржоми,4,FALSE,FALSE,FALSE,,,,"Georgia's legendary volcanic mineral water. Salty and fizzy, it’s famous for its digestive properties and is a hangover cure for many.","ლეგენდარული მინერალური წყალი. ვულკანური წარმოშობის, უნიკალური შემადგენლობით. საუკეთესო საშუალება ნაბახუსევზე და საჭმლის მოსანელებლად."
dish_0146,30,cat_0010,კოკა-კოლა,Coca-Cola,Кока-кола,4,FALSE,FALSE,FALSE,,,,The world's most popular soda. Invented in 1886 by John Pemberton. Did you know the Tbilisi Coca-Cola bottling plant is one of the best in the world?,"მსოფლიოში ყველაზე პოპულარული გაზიანი სასმელი. იცოდით, რომ თბილისის კოკა-კოლას ქარხანა ხარისხით ერთ-ერთი საუკეთესოა მსოფლიოში?"
dish_0147,40,cat_0010,ფანტა,Fanta,Фанта,4,FALSE,FALSE,FALSE,,,,Fruit-flavored soda. Originally created in Germany during WWII when Coca-Cola syrup was scarce. Now a global favorite for its orange zing.,"ნარინჯისფერი განწყობა. ხილის არომატითა და გაზით გაჯერებული სასმელი, რომელიც წყურვილს გემრიელად კლავს."
dish_0148,50,cat_0010,სპრაიტი,Sprite,Спрайт,4,FALSE,FALSE,FALSE,,,,"Lemon-lime refreshment. Crisp, clear, and caffeine-free. Introduced in 1961 to compete with 7 Up.",ლიმონისა და ლაიმის სიგრილე. გამჭვირვალე და გამაგრილებელი - არ შეიცავს კოფეინს.
dish_0149,60,cat_0010,ლიმონათი,Lemonade,Лимонад,4,FALSE,FALSE,FALSE,,,,"Georgian lemonade is a cultural icon. Brands like Lagidze have elevated soda to an art form with natural syrups like tarragon, pear, and cream.","ქართული ლიმონათი - ტრადიცია. ბავშვობის გემოები: ტარხუნა, მსხალი, ნაღები... ქართული სუფრის აუცილებელი ატრიბუტი."
dish_0150,70,cat_0010,წვენი 200მლ/ 1ლ,Juice 200ml/1l,Сок 200 мл/1 л,4.00/18.00,FALSE,FALSE,FALSE,,,,"Fresh or packaged fruit juice. A sweet sip of orchard goodness, perfect for kids or those avoiding fizz.","ხილის წვენი. ვიტამინებით სავსე სასმელი მათთვის, ვისაც გაზიანი სასმელები არ უყვარს."
dish_0151,80,cat_0010,კომპოტი ნატურალური 1ჭ/ 1ლ,Natural compote 1tbsp/1l,Натуральный компот 1 ст. л/1 л,3.00/18.00,FALSE,FALSE,FALSE,,,,"Homemade fruit drink. Fresh fruits boiled in water with sugar. Less sweet than juice, it preserves the whole fruit flavor. '1tbsp' is likely a typo for glass/serving.","ბებიას კომპოტი. ცოცხალი ხილისგან მომზადებული, ნატურალური და ზომიერად ტკბილი."
dish_0152,90,cat_0010,"ლიმონათი ""ჩერო"" 1ლ.","Lemonade ""Chero"" 1l.","Лимонад ""Черо"" 1 л.",25,FALSE,FALSE,FALSE,,,,"Our house brand lemonade? Or a specific local variety. Expect a fizzy, sweet drink bursting with fruit flavor.",ადგილობრივი წარმოების ლიმონათი. ხილის ინტენსიური არომატი და ბუშტუკები - გაგრილების საუკეთესო საშუალება.
dish_0153,10,cat_0011,ჩაი,Tea,Чай,3,FALSE,FALSE,FALSE,,,,"Georgia has a long history of tea cultivation (Guria/Adjara). Enjoy a cup of hot, aromatic tea to relax after a meal.","ჩაი - სიმყუდროვისთვის. ცხელი სასმელი, რომელიც დაგეხმარებათ მოდუნებასა და საუბრის გაგრძელებაში."
dish_0154,20,cat_0011,ნალექიანი ყავა,Turkish Coffee,Турецкий кофе,4,FALSE,FALSE,FALSE,,,,"Finely ground coffee boiled in a 'jazve'. It’s served unfiltered, allowing the grounds to settle. Strong, sweet, and meant to be sipped slowly.","თურქული ყავა. ქვიშაზე ან გაზზე მოდუღებული, სქელი ქაფითა და ნალექით. ყავა, რომელსაც ნელა უნდა მიირთვათ."
dish_0155,30,cat_0011,უნალექო ყავა,Instant Coffee,Растворимый кофе,6,FALSE,FALSE,FALSE,,,,Quick and convenient. Freeze-dried coffee granules dissolved in hot water for a fast caffeine fix.,ხსნადი ყავა. სწრაფი და მარტივი გზა კოფეინის მისაღებად.
dish_0156,40,cat_0011,რძიანი ყავა,Coffee with milk,Кофе с молоком,7,FALSE,FALSE,FALSE,,,,A milder coffee choice. Hot brewed coffee softened with a splash of milk for a creamy texture.,"ყავა რძით. უფრო რბილი და ნაკლებად მძაფრი, ვიდრე შავი ყავა."
dish_0157,50,cat_0011,ამერიკანო,Americano,Американо,7,FALSE,FALSE,FALSE,,,,Espresso diluted with hot water. Legend says it was created for American soldiers in WWII who found Italian espresso too strong.,"ამერიკანო. ესპრესო დამატებული ცხელი წყლით. დიდი ფინჯანი ყავა მათთვის, ვისაც გემოს ხანგრძლივად გაყოლა უყვარს."
dish_0158,60,cat_0011,ლატე,Latte,Латте,12,FALSE,FALSE,FALSE,,,,"Espresso with steamed milk and a thin layer of foam. Milky and smooth, it’s more about the milk than the coffee.",ლატე - რძის მოყვარულთათვის. ბევრი ცხელი რძე და ერთი პორცია ესპრესო. ნაზი და კრემოვანი.
dish_0159,70,cat_0011,კაპუჩინო,Cappuccino,Капучино,10,FALSE,FALSE,FALSE,,,,"Equal parts espresso, steamed milk, and milk foam. Named after the Capuchin friars due to the color of their robes.","კაპუჩინო - იდეალური ბალანსი. ესპრესო, რძე და რძის ქაფი თანაბარი პროპორციით."
dish_0160,80,cat_0011,ესპრესო,Espresso,Эспрессо,6,FALSE,FALSE,FALSE,,,,"The purest coffee experience. A concentrated shot of coffee brewed under high pressure. Rich, intense, and topped with 'crema'.",ესპრესო - ყავის სული. კონცენტრირებული გემო და არომატი პატარა ფინჯანში.
dish_0161,90,cat_0011,ცივი ყავა,Iced coffee,Холодный кофе,12,FALSE,FALSE,FALSE,,,,"Chilled coffee served over ice. Refreshing and energizing, perfect for hot summer days.",ცივი ყავა. ენერგია და სიგრილე ერთ ჭიქაში - ზაფხულის დღეების მაშველი.
dish_0162,100,cat_0011,ცივი ყავა ნაყინით,Iced coffee with ice cream,Холодный кофе с мороженым,14,FALSE,FALSE,FALSE,,,,Glace coffee. A scoop of vanilla ice cream floating in cold coffee. It’s a drink and a dessert in one.,გლასე - დესერტი და სასმელი ერთად. ცივი ყავა ნაყინის ბურთულასთან ერთად. ტკბილი სიამოვნება.
dish_0163,110,cat_0011,მიწისთხილი,Peanuts,Арахис,15,FALSE,FALSE,FALSE,,,,Simple roasted peanuts. A salty snack to accompany beer or drinks while you wait for your meal.,"მიწისთხილი. მარილიანი წასახემსებელი, რომელიც ლუდს და ლოდინის პროცესს უფრო სასიამოვნოს ხდის."
dish_0164,120,cat_0011,ჩაი ჩაიდნით,Brewed tea,Заваренный чай,12,FALSE,FALSE,FALSE,,,,Tea made from loose leaves in a teapot. Allows the full flavor of the tea leaves to expand and infuse the water.,"ფოთლოვანი ჩაი. ჩაიდანში დაყენებული, სადაც ფოთლები იშლება და წყალს მთელ არომატს გადასცემს."
dish_0165,10,cat_0012,შვრიის ფაფა,Oatmeal,Овсянка,10,FALSE,FALSE,FALSE,,,,"A warm, comforting porridge made from oats. High in fiber and heart-healthy, it’s a classic breakfast starter.",შვრიის ფაფა. ჯანსაღი საუზმე - ენერგიის წყარო მთელი დღისთვის.
dish_0166,20,cat_0012,მანას ფაფა (რძით),Semolina porridge (with milk),Манная каша (с молоком),10,FALSE,FALSE,FALSE,,,,Creamy 'Manna'. Smooth wheat porridge cooked in milk. A nostalgic childhood breakfast for many in the region.,"მანანის ფაფა. ბავშვობის ტკბილი მოგონება. რძეზე მომზადებული, ნაზი და მსუბუქი."
dish_0167,30,cat_0012,წიწიბურას ფაფა(რძით),Buckwheat porridge (with milk),Гречневая каша (с молоком),10,FALSE,FALSE,FALSE,,,,"Grechka. Roasted buckwheat groats cooked until fluffy. Nutty and iron-rich, often served with milk or butter.","წიწიბურა. რკინით მდიდარი და ნოყიერი. გემრიელია როგორც რძით, ისე კარაქით."
dish_0168,40,cat_0012,გლაზუნია,Fried eggs,Глазуния,10,FALSE,FALSE,FALSE,,,,"Sunny-side up or over-easy. Simple eggs fried in hot oil or butter. The yolk remains runny, perfect for dipping bread.",ერბოკვერცხი. საუზმის კლასიკა. თვალებად შემწვარი კვერცხი - მარტივი და გემრიელი.
dish_0169,50,cat_0012,ომლეტი ბოსტნეულით,Scrambled eggs with vegetables,Омлет с овощами,14,FALSE,FALSE,FALSE,,,,"Beaten eggs cooked with onions, peppers, and tomatoes. A colorful, fluffy, and savory breakfast dish.",ომლეტი ბოსტნეულით. ათქვეფილი კვერცხი პომიდვრით და წიწაკით. ფერადი და ჯანსაღი დასაწყისი.
dish_0170,60,cat_0012,მოხარშული კვერცხი,Boiled egg,Вареное яйцо,5,FALSE,FALSE,FALSE,,,,Hard or soft boiled. A high-protein snack or breakfast component. Simple and nutritious.,მოხარშული კვერცხი. ცილოვანი საუზმე ან წასახემსებელი.
dish_0171,70,cat_0012,ტკბილი ბლინი,Sweet pancake,Сладкий блинчик,15,FALSE,FALSE,FALSE,,,,"Thin crepes served with honey, jam, or sugar. A light, sweet way to start the day.",ტკბილი ბლინები. თხელი ცომი ჯემით ან თაფლით. დილის ტკბილი დასაწყისი.
dish_0172,80,cat_0012,ბლინები ხორცით (2ც),Pancakes with meat (2 pcs),Блинчики с мясом (2 шт.),10,FALSE,FALSE,FALSE,,,,Blini with meat. Savory rolled pancakes filled with spiced ground meat. Filling and delicious.,ხორციანი ბლინები. ნოყიერი საუზმე. დაბრაწული ცომი და არომატული ხორცის გულსართი.
dish_0173,90,cat_0012,სოსისი,Sausage,Сосиски,15,FALSE,FALSE,FALSE,,,,"Boiled or fried sausages (sosiski). A quick, meaty addition to a breakfast plate.",სოსისი. მოხარშული ან შემწვარი - სწრაფი და გემრიელი დამატება საუზმეზე.
dish_0174,100,cat_0012,მაკარონი ყველით,Pasta with cheese,Макароны с сыром,14,FALSE,FALSE,FALSE,,,,"Macaroni and cheese, Georgian style. Pasta tossed with butter and salty Georgian cheese. Simple comfort food.","მაკარონი ყველით. ბავშვების საყვარელი კერძი. მარტივი, მაგრამ ძალიან გემრიელი კომფორტული საკვები."
dish_0175,110,cat_0012,რძე,Milk,Молоко,6,FALSE,FALSE,FALSE,,,,Fresh cow's milk. Cool and calcium-rich. Drink it plain or add it to coffee/tea.,"რძე. ბუნებრივი კალციუმის წყარო. სასარგებლოა როგორც ცივი, ისე ცხელი."
dish_0176,120,cat_0012,კაკაო,Cocoa,Какао,8,FALSE,FALSE,FALSE,,,,Hot chocolate drink. Cocoa powder mixed with hot milk and sugar. A warm hug in a mug.,"კაკაო. შოკოლადის თბილი სასმელი, რომელიც განწყობას ამაღლებს."
dish_0177,130,cat_0012,თაფლი,Honey,Мед,10,FALSE,FALSE,FALSE,,,,Natural Georgian honey. Known for its purity and floral notes. Perfect for drizzling over pancakes or stirring into tea.,ქართული თაფლი. ნატურალური და სურნელოვანი. საუკეთესოა ჩაისთან ან ბლინებთან.
dish_0178,140,cat_0012,მურაბა,Jam,Джем,5,FALSE,FALSE,FALSE,,,,"Homemade fruit preserves. Made from berries, figs, or quince. Captures the sweetness of summer in a jar.",შინაკეთები მურაბა. ხილის ნაჭრები სიროფში - ზამთრის საღამოების სიტკბო.
dish_0179,150,cat_0012,კარაქი,Butter,Сливочное масло,6,FALSE,FALSE,FALSE,,,,"Fresh churned butter. Creamy and rich, essential for melting over hot Gomi or spreading on bread.",კარაქი. ნაღებისგან მიღებული ნატურალური პროდუქტი. აუცილებელია გემრიელი ბუტერბროდისთვის.
dish_0180,160,cat_0012,ხაჭო,Cottage cheese,Творог,8,FALSE,FALSE,FALSE,,,,"Curd cheese. Fresh, lumpy, and mild. High in protein, often eaten with sour cream or jam.",ხაჭო. ცილებით სავსე რძის პროდუქტი. მიირთვით არაჟანთან ან ჯემთან ერთად.
dish_0181,170,cat_0012,არაჟანი,Sour cream,Сметана,5,FALSE,FALSE,FALSE,,,,"Fermented cream. Thick and tangy. The perfect topping for soups, dumplings, and pancakes.","არაჟანი. სქელი და გემრიელი. უხდება წვნიანებს, ბლინებს და ხაჭოს."
dish_0182,180,cat_0012,მაწონი,Matsoni,Мацони,6,FALSE,FALSE,FALSE,,,,"Georgian yogurt. Unique lactobacillus culture makes it tart and thick. A superfood for digestion, eaten plain or in sauces.","მაწონი - კავკასიური დღეგრძელობის საიდუმლო. უნიკალური რძის პროდუქტი, რომელიც საჭმლის მონელებას ეხმარება."
dish_0183,10,cat_0014,სამეფო რეზერვი (წითელი),Royal Reserve (Red),Королевский резерв (красный),160,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0184,20,cat_0014,სამეფო რეზერვი (თეთრი),Royal Reserve (White),Королевский резерв (Белый),150,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0185,30,cat_0014,გორული მწვანე,Goruli Mtsvane,Горули Мцване,90,FALSE,FALSE,FALSE,,,,"Elegant and fresh bouquet, intense aromas of sweet exotic fruit bobuquet on buttry notes, slight muscat nut spicyness, pear, quince, white plum and white cherry aromas with white flower and herbal notes. Fine minerality. Developping in complexety with decantation.",ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0186,40,cat_0014,ცოლიკაური,Tsolikauri,Цоликаури,50,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0187,50,cat_0014,რქაწითელი,Rkatsiteli,Ркацители,50,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0188,60,cat_0014,შარდონე,Chardonnay,Шардоне,80,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0189,70,cat_0014,ტვიში,Tvishi,Твиши,60,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0190,80,cat_0014,საფერავი,Saperavi,Саперави,70,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0191,90,cat_0014,ხვანჩკარა,Khvanchkara,Хванчкара,100,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0192,100,cat_0014,ქინძმარაული,Kindzmarauli,Киндзмараули,80,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0193,110,cat_0014,ჭაჭა ბოთლის,Chacha betteled,Чача,150,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0194,10,cat_0018,სტალიჩნაია,Stoli.vodka,Столи.водка,7,FALSE,FALSE,FALSE,,,,,
dish_0195,20,cat_0018,ნემიროფი,Nemiroff,Немирофф,5,FALSE,FALSE,FALSE,,,,,
dish_0196,30,cat_0018,ფინლანდია,Finlandia,Финляндия,10,FALSE,FALSE,FALSE,,,,,
dish_0197,40,cat_0018,დანსკა,Danzka,Данцка,10,FALSE,FALSE,FALSE,,,,,
dish_0198,50,cat_0018,აბსოლუტური,Absolut,Абсолют,10,FALSE,FALSE,FALSE,,,,,
dish_0199,60,cat_0018,გრეიგუსი,Grey Goose,Серый гусь,20,FALSE,FALSE,FALSE,,,,,
dish_0200,70,cat_0018,ბელუგა,Beluga,Белуга,20,FALSE,FALSE,FALSE,,,,,
dish_0201,10,cat_0013,"ჩამოსასხმელი ქართული ლუდი ""ზედაზენი""","Georgian draft beer ""Zedazeni""","Грузинское разливное пиво ""Зедазени""",8,FALSE,FALSE,FALSE,,,,,
dish_0202,20,cat_0013,ჩამოსასხმელი ლუდი „ჰაინიკენი“,"Draft beer ""Heineken""","Разливное пиво ""Хейнекен""",11,FALSE,FALSE,FALSE,,,,,
dish_0203,30,cat_0013,"ჩამოსასხმელი ლუდი ""კრომბახერი""","Draft beer ""Krombacher""","Разливное пиво ""Кромбахер""",12,FALSE,FALSE,FALSE,,,,,
dish_0204,40,cat_0013,ბოთლის ლუდი „ჰაინიკენი“,"Bottled beer ""Heineken""","Пиво бутылочное ""Хейнекен""",12,FALSE,FALSE,FALSE,,,,,
dish_0205,50,cat_0013,ბოთლის ლუდი „კრომბახერი“,"Bottled beer ""Krombacher""","Пиво бутылочное ""Кромбахер""",12,FALSE,FALSE,FALSE,,,,,